Place,State,Type,Associated_Moods,Description
Place 5185,Gujarat,Beach,"Peaceful, Nature-loving, Romantic",Great for spiritual retreats and calm environments.
Place 5186,Himachal Pradesh,Wildlife,"Festive, Spiritual",Offers a mix of tradition and modern lifestyle.
Place 5187,Maharashtra,Cultural,"Spiritual, Peaceful, Relaxed",A serene destination with breathtaking views.
Place 5188,Rajasthan,Cultural,"Spiritual, Festive",Ideal for wildlife lovers and bird watchers.
Place 5189,Rajasthan,Adventure,"Curious, Adventurous, Peaceful",Perfect for nature lovers and adventure seekers.
Place 5190,Gujarat,Pilgrimage,"Peaceful, Relaxed",Known for its vibrant culture and scenic beauty.
Place 5191,Kerala,Historical,"Curious, Spiritual, Relaxed",Great for spiritual retreats and calm environments.
Place 5192,Kerala,Wildlife,Nature-loving,Perfect for nature lovers and adventure seekers.
Place 5193,Himachal Pradesh,Hill Station,"Spiritual, Festive",Perfect for nature lovers and adventure seekers.
Place 5194,Kerala,Beach,"Romantic, Curious, Peaceful",A serene destination with breathtaking views.
Place 5195,Uttarakhand,Adventure,"Curious, Spiritual",Ideal for wildlife lovers and bird watchers.
Place 5196,Uttarakhand,Beach,Spiritual,Famous for its historical significance and architecture.
Place 5197,Assam,Wildlife,"Romantic, Nature-loving",Ideal for wildlife lovers and bird watchers.
Place 5198,Goa,Historical,Curious,Popular spot for romantic getaways and honeymoons.
Place 5199,Maharashtra,Adventure,"Romantic, Curious",Offers a mix of tradition and modern lifestyle.
Place 5200,Assam,Historical,"Peaceful, Festive",Great for spiritual retreats and calm environments.
Place 5201,Goa,Wildlife,Relaxed,Known for its vibrant culture and scenic beauty.
Place 5202,Kerala,Hill Station,Nature-loving,Perfect for nature lovers and adventure seekers.
Place 5203,Rajasthan,Pilgrimage,Romantic,Popular spot for romantic getaways and honeymoons.
Place 5204,Goa,Pilgrimage,"Curious, Peaceful",Perfect for nature lovers and adventure seekers.
Place 5205,Uttarakhand,Adventure,"Spiritual, Romantic",Famous for its historical significance and architecture.
Place 5206,Goa,Beach,Spiritual,A serene destination with breathtaking views.
Place 5207,Kerala,Beach,"Peaceful, Romantic",Known for its vibrant culture and scenic beauty.
Place 5208,Assam,Wildlife,"Relaxed, Curious",Famous for its historical significance and architecture.
Place 5209,Maharashtra,Hill Station,"Adventurous, Spiritual, Romantic",Famous for its historical significance and architecture.
Place 5210,Tamil Nadu,Hill Station,"Relaxed, Nature-loving",Ideal for wildlife lovers and bird watchers.
Place 5211,Maharashtra,Adventure,Festive,Perfect for nature lovers and adventure seekers.
Place 5212,Gujarat,Hill Station,"Romantic, Nature-loving, Adventurous",Known for its vibrant culture and scenic beauty.
Place 5213,Gujarat,Pilgrimage,Curious,Popular spot for romantic getaways and honeymoons.
Place 5214,Assam,Historical,"Romantic, Adventurous, Relaxed",Perfect for nature lovers and adventure seekers.
Place 5215,Uttarakhand,Cultural,"Romantic, Peaceful",Offers a mix of tradition and modern lifestyle.
Place 5216,Karnataka,Historical,"Curious, Relaxed, Peaceful",Famous for its historical significance and architecture.
Place 5217,Goa,Beach,"Romantic, Curious",Known for its vibrant culture and scenic beauty.
Place 5218,Goa,Historical,Adventurous,A serene destination with breathtaking views.
Place 5219,Uttarakhand,Beach,"Curious, Adventurous, Peaceful",Great for spiritual retreats and calm environments.
Place 5220,Uttarakhand,Pilgrimage,"Curious, Festive, Spiritual",Offers a mix of tradition and modern lifestyle.
Place 5221,Karnataka,Pilgrimage,"Curious, Relaxed, Romantic",Great for spiritual retreats and calm environments.
Place 5222,Rajasthan,Hill Station,"Festive, Curious",Ideal for wildlife lovers and bird watchers.
Place 5223,Kerala,Hill Station,"Relaxed, Adventurous",Perfect for nature lovers and adventure seekers.
Place 5224,Goa,Romantic,"Peaceful, Relaxed, Adventurous",Known for its vibrant culture and scenic beauty.
Place 5225,Uttarakhand,Wildlife,"Nature-loving, Romantic, Relaxed",A serene destination with breathtaking views.
Place 5226,Gujarat,Romantic,"Romantic, Relaxed, Festive",Offers a mix of tradition and modern lifestyle.
Place 5227,Goa,Historical,Curious,A serene destination with breathtaking views.
Place 5228,Gujarat,Beach,Spiritual,Great for spiritual retreats and calm environments.
Place 5229,Gujarat,Adventure,"Spiritual, Peaceful, Festive",Perfect for nature lovers and adventure seekers.
Place 5230,Karnataka,Historical,"Festive, Peaceful",Perfect for nature lovers and adventure seekers.
Place 5231,Karnataka,Historical,Romantic,Great for spiritual retreats and calm environments.
Place 5232,Rajasthan,Hill Station,Peaceful,A serene destination with breathtaking views.
Place 5233,Maharashtra,Historical,Romantic,Perfect for nature lovers and adventure seekers.
Place 5234,Rajasthan,Adventure,Romantic,Ideal for wildlife lovers and bird watchers.
Place 5235,Rajasthan,Pilgrimage,Relaxed,A serene destination with breathtaking views.
Place 5236,Gujarat,Hill Station,"Peaceful, Adventurous",Perfect for nature lovers and adventure seekers.
Place 5237,Himachal Pradesh,Romantic,Curious,Popular spot for romantic getaways and honeymoons.
Place 5238,Maharashtra,Historical,"Festive, Nature-loving, Spiritual",A serene destination with breathtaking views.
Place 5239,Uttarakhand,Adventure,Relaxed,Offers a mix of tradition and modern lifestyle.
Place 5240,Uttarakhand,Hill Station,"Adventurous, Romantic, Curious",Popular spot for romantic getaways and honeymoons.
Place 5241,Gujarat,Cultural,"Adventurous, Nature-loving",Offers a mix of tradition and modern lifestyle.
Place 5242,Karnataka,Adventure,"Peaceful, Festive",A serene destination with breathtaking views.
Place 5243,Gujarat,Romantic,Curious,Known for its vibrant culture and scenic beauty.
Place 5244,Gujarat,Hill Station,Relaxed,A serene destination with breathtaking views.
Place 5245,Kerala,Beach,"Romantic, Nature-loving, Curious",Popular spot for romantic getaways and honeymoons.
Place 5246,Rajasthan,Wildlife,Festive,Ideal for wildlife lovers and bird watchers.
Place 5247,Uttarakhand,Romantic,"Romantic, Festive",Offers a mix of tradition and modern lifestyle.
Place 5248,Goa,Cultural,"Relaxed, Spiritual, Peaceful",Perfect for nature lovers and adventure seekers.
Place 5249,Gujarat,Cultural,"Nature-loving, Spiritual",Perfect for nature lovers and adventure seekers.
Place 5250,Goa,Wildlife,"Curious, Relaxed",Popular spot for romantic getaways and honeymoons.
Place 5251,Goa,Cultural,"Peaceful, Adventurous",Popular spot for romantic getaways and honeymoons.
Place 5252,Rajasthan,Adventure,"Romantic, Spiritual, Festive",Popular spot for romantic getaways and honeymoons.
Place 5253,Rajasthan,Wildlife,"Spiritual, Adventurous",Great for spiritual retreats and calm environments.
Place 5254,Gujarat,Wildlife,Nature-loving,Famous for its historical significance and architecture.
Place 5255,Rajasthan,Historical,"Curious, Spiritual, Festive",Ideal for wildlife lovers and bird watchers.
Place 5256,Himachal Pradesh,Pilgrimage,Festive,A serene destination with breathtaking views.
Place 5257,Uttarakhand,Beach,Spiritual,A serene destination with breathtaking views.
Place 5258,Tamil Nadu,Pilgrimage,"Peaceful, Romantic, Curious",Popular spot for romantic getaways and honeymoons.
Place 5259,Uttarakhand,Pilgrimage,"Curious, Adventurous",Ideal for wildlife lovers and bird watchers.
Place 5260,Himachal Pradesh,Historical,Festive,Known for its vibrant culture and scenic beauty.
Place 5261,Maharashtra,Wildlife,"Curious, Peaceful, Romantic",Known for its vibrant culture and scenic beauty.
Place 5262,Himachal Pradesh,Beach,"Spiritual, Festive",A serene destination with breathtaking views.
Place 5263,Rajasthan,Pilgrimage,Spiritual,Perfect for nature lovers and adventure seekers.
Place 5264,Gujarat,Pilgrimage,"Relaxed, Spiritual, Adventurous",Great for spiritual retreats and calm environments.
Place 5265,Goa,Hill Station,Festive,Popular spot for romantic getaways and honeymoons.
Place 5266,Karnataka,Adventure,"Romantic, Peaceful, Relaxed",Offers a mix of tradition and modern lifestyle.
Place 5267,Himachal Pradesh,Romantic,Festive,A serene destination with breathtaking views.
Place 5268,Tamil Nadu,Cultural,Adventurous,Popular spot for romantic getaways and honeymoons.
Place 5269,Gujarat,Historical,"Peaceful, Relaxed",Known for its vibrant culture and scenic beauty.
Place 5270,Tamil Nadu,Wildlife,"Adventurous, Romantic, Curious",Ideal for wildlife lovers and bird watchers.
Place 5271,Assam,Adventure,"Peaceful, Festive",Famous for its historical significance and architecture.
Place 5272,Assam,Historical,"Festive, Nature-loving, Spiritual",Perfect for nature lovers and adventure seekers.
Place 5273,Uttarakhand,Romantic,Festive,A serene destination with breathtaking views.
Place 5274,Kerala,Beach,"Relaxed, Adventurous, Curious",A serene destination with breathtaking views.
Place 5275,Karnataka,Romantic,"Nature-loving, Relaxed",Popular spot for romantic getaways and honeymoons.
Place 5276,Rajasthan,Hill Station,"Relaxed, Festive",Great for spiritual retreats and calm environments.
Place 5277,Himachal Pradesh,Beach,"Spiritual, Festive",A serene destination with breathtaking views.
Place 5278,Karnataka,Romantic,"Nature-loving, Festive",Popular spot for romantic getaways and honeymoons.
Place 5279,Karnataka,Wildlife,"Spiritual, Peaceful, Nature-loving",A serene destination with breathtaking views.
Place 5280,Uttarakhand,Beach,"Adventurous, Romantic, Spiritual",Famous for its historical significance and architecture.
Place 5281,Rajasthan,Hill Station,Adventurous,Famous for its historical significance and architecture.
Place 5282,Maharashtra,Beach,"Festive, Adventurous",Offers a mix of tradition and modern lifestyle.
Place 5283,Assam,Hill Station,Spiritual,A serene destination with breathtaking views.
Place 5284,Kerala,Cultural,"Romantic, Spiritual, Curious",A serene destination with breathtaking views.
Place 5285,Maharashtra,Wildlife,"Spiritual, Nature-loving",Famous for its historical significance and architecture.
Place 5286,Kerala,Beach,"Festive, Peaceful",Ideal for wildlife lovers and bird watchers.
Place 5287,Gujarat,Cultural,Curious,Perfect for nature lovers and adventure seekers.
Place 5288,Maharashtra,Wildlife,"Spiritual, Adventurous, Relaxed",Offers a mix of tradition and modern lifestyle.
Place 5289,Assam,Cultural,"Festive, Spiritual, Romantic",Great for spiritual retreats and calm environments.
Place 5290,Goa,Hill Station,Spiritual,Great for spiritual retreats and calm environments.
Place 5291,Uttarakhand,Hill Station,"Festive, Nature-loving, Spiritual",Offers a mix of tradition and modern lifestyle.
Place 5292,Kerala,Hill Station,Romantic,Ideal for wildlife lovers and bird watchers.
Place 5293,Uttarakhand,Historical,"Spiritual, Curious, Adventurous",Ideal for wildlife lovers and bird watchers.
Place 5294,Karnataka,Cultural,"Curious, Romantic, Nature-loving",Great for spiritual retreats and calm environments.
Place 5295,Karnataka,Pilgrimage,"Romantic, Peaceful",Popular spot for romantic getaways and honeymoons.
Place 5296,Maharashtra,Adventure,"Peaceful, Adventurous",Known for its vibrant culture and scenic beauty.
Place 5297,Gujarat,Beach,"Romantic, Peaceful, Relaxed",Popular spot for romantic getaways and honeymoons.
Place 5298,Goa,Wildlife,"Curious, Adventurous",A serene destination with breathtaking views.
Place 5299,Maharashtra,Wildlife,"Curious, Romantic",Perfect for nature lovers and adventure seekers.
Place 5300,Gujarat,Hill Station,Romantic,Famous for its historical significance and architecture.
Place 5301,Goa,Beach,"Festive, Peaceful, Relaxed",Perfect for nature lovers and adventure seekers.
Place 5302,Uttarakhand,Cultural,"Nature-loving, Curious",Offers a mix of tradition and modern lifestyle.
Place 5303,Uttarakhand,Beach,Curious,Famous for its historical significance and architecture.
Place 5304,Karnataka,Beach,"Peaceful, Curious",A serene destination with breathtaking views.
Place 5305,Rajasthan,Cultural,Spiritual,Offers a mix of tradition and modern lifestyle.
Place 5306,Tamil Nadu,Romantic,"Peaceful, Nature-loving",Offers a mix of tradition and modern lifestyle.
Place 5307,Tamil Nadu,Cultural,"Curious, Adventurous, Romantic",A serene destination with breathtaking views.
Place 5308,Uttarakhand,Wildlife,"Adventurous, Festive, Spiritual",Popular spot for romantic getaways and honeymoons.
Place 5309,Tamil Nadu,Cultural,"Festive, Relaxed",Great for spiritual retreats and calm environments.
Place 5310,Maharashtra,Adventure,"Peaceful, Spiritual, Romantic",Great for spiritual retreats and calm environments.
Place 5311,Kerala,Cultural,Relaxed,Offers a mix of tradition and modern lifestyle.
Place 5312,Assam,Adventure,"Nature-loving, Spiritual, Curious",Popular spot for romantic getaways and honeymoons.
Place 5313,Gujarat,Cultural,"Festive, Peaceful",Popular spot for romantic getaways and honeymoons.
Place 5314,Rajasthan,Pilgrimage,"Peaceful, Curious, Relaxed",Known for its vibrant culture and scenic beauty.
Place 5315,Rajasthan,Wildlife,Festive,A serene destination with breathtaking views.
Place 5316,Uttarakhand,Pilgrimage,"Curious, Nature-loving",A serene destination with breathtaking views.
Place 5317,Tamil Nadu,Cultural,"Nature-loving, Curious",Offers a mix of tradition and modern lifestyle.
Place 5318,Rajasthan,Hill Station,Curious,Great for spiritual retreats and calm environments.
Place 5319,Kerala,Adventure,Curious,A serene destination with breathtaking views.
Place 5320,Kerala,Cultural,"Adventurous, Romantic",A serene destination with breathtaking views.
Place 5321,Karnataka,Cultural,"Nature-loving, Curious",Known for its vibrant culture and scenic beauty.
Place 5322,Uttarakhand,Romantic,"Romantic, Curious, Nature-loving",Offers a mix of tradition and modern lifestyle.
Place 5323,Karnataka,Romantic,Spiritual,Popular spot for romantic getaways and honeymoons.
Place 5324,Rajasthan,Wildlife,"Romantic, Adventurous, Curious",Ideal for wildlife lovers and bird watchers.
Place 5325,Kerala,Cultural,Adventurous,Ideal for wildlife lovers and bird watchers.
Place 5326,Maharashtra,Cultural,"Curious, Spiritual, Peaceful",Offers a mix of tradition and modern lifestyle.
Place 5327,Rajasthan,Cultural,"Peaceful, Curious, Adventurous",Offers a mix of tradition and modern lifestyle.
Place 5328,Gujarat,Historical,Curious,Known for its vibrant culture and scenic beauty.
Place 5329,Kerala,Wildlife,"Relaxed, Nature-loving",Known for its vibrant culture and scenic beauty.
Place 5330,Himachal Pradesh,Cultural,"Curious, Relaxed, Festive",Great for spiritual retreats and calm environments.
Place 5331,Tamil Nadu,Hill Station,"Peaceful, Spiritual",Great for spiritual retreats and calm environments.
Place 5332,Karnataka,Beach,"Adventurous, Peaceful, Festive",Offers a mix of tradition and modern lifestyle.
